Gene stable ID	Gene type
YIL054W	protein_coding
YGR056W	protein_coding
YLR154W-A	protein_coding
YDR051C	protein_coding
YNR060W	protein_coding
YDR353W	protein_coding
YKL089W	protein_coding
tR(UCU)J1	tRNA
YBR018C	protein_coding
YKL044W	protein_coding
YEL063C	protein_coding
YHR053C	protein_coding
YPR010C	protein_coding
YLR199C	protein_coding
YDR021W	protein_coding
YER119C-A	protein_coding
YGL041C-B	protein_coding
YBR292C	protein_coding
YPR079W	protein_coding
YDL194W	protein_coding
YDR049W	protein_coding
YMR039C	protein_coding
YKL026C	protein_coding
YMR128W	protein_coding
YDR209C	protein_coding
YER133W-A	protein_coding
YIL177C	protein_coding
YGL238W	protein_coding
YOR087W	protein_coding
YPR095C	protein_coding
YPL016W	protein_coding
YJL041W	protein_coding
YJR122W	protein_coding
tE(UUC)E3	tRNA
YER074W	protein_coding
YGL109W	protein_coding
YPL251W	protein_coding
YGL234W	protein_coding
YJL033W	protein_coding
YNL339C	protein_coding
YBR066C	protein_coding
YOL133W	protein_coding
YDR388W	protein_coding
YMR269W	protein_coding
YPL260W	protein_coding
YHR200W	protein_coding
YKL145W-A	protein_coding
tE(UUC)I	tRNA
YMR188C	protein_coding
YGR264C	protein_coding
YHR069C	protein_coding
YDR233C	protein_coding
YBL048W	protein_coding
YLR095C	protein_coding
YBR196C-B	protein_coding
YDR235W	protein_coding
YNR063W	protein_coding
tL(CAA)G1	tRNA
YOL018C	protein_coding
YEL013W	protein_coding
YJL091C	protein_coding
YOR045W	protein_coding
YER087C-B	protein_coding
YHR041C	protein_coding
YER056C	protein_coding
YBR095C	protein_coding
YHL049C	protein_coding
YDL118W	protein_coding
YBL011W	protein_coding
YGR293C	protein_coding
YDL137W	protein_coding
YDL193W	protein_coding
YOR186W	protein_coding
YMR102C	protein_coding
YCL061C	protein_coding
YBL102W	protein_coding
YDR509W	protein_coding
YOR065W	protein_coding
YEL001C	protein_coding
YGL164C	protein_coding
YJL045W	protein_coding
YOR201C	protein_coding
YKL006C-A	protein_coding
YHR028W-A	protein_coding
YPL173W	protein_coding
YBL105C	protein_coding
YLR162W-A	protein_coding
YKL164C	protein_coding
YLR462W	protein_coding
YPR098C	protein_coding
YDR490C	protein_coding
RDN37-2	rRNA
YDR516C	protein_coding
YKR096W	protein_coding
YIL173W	protein_coding
YMR171C	protein_coding
tQ(UUG)D1	tRNA
YGR236C	protein_coding
YML029W	protein_coding
snR38	snoRNA
YJL069C	protein_coding
YNR037C	protein_coding
YEL022W	protein_coding
YKL054C	protein_coding
snR190	snoRNA
YBL090W	protein_coding
YDR347W	protein_coding
YFR032C	protein_coding
YJL130C	protein_coding
YMR090W	protein_coding
YHR042W	protein_coding
YGL124C	protein_coding
YPL156C	protein_coding
YGR235C	protein_coding
YJR087W	protein_coding
tK(CUU)I	tRNA
YLR148W	protein_coding
YDR445C	protein_coding
YOR073W	protein_coding
YER148W	protein_coding
YML124C	protein_coding
YDR452W	protein_coding
YGR117C	protein_coding
YDL196W	protein_coding
YGR254W	protein_coding
snR47	snoRNA
YER188C-A	protein_coding
YLR243W	protein_coding
YMR293C	protein_coding
YJL218W	protein_coding
YDR437W	protein_coding
YOR064C	protein_coding
YBR138C	protein_coding
YCR082W	protein_coding
YKL147C	protein_coding
YAR015W	protein_coding
YJL057C	protein_coding
YDR529C	protein_coding
YBR178W	protein_coding
YER086W	protein_coding
YOR003W	protein_coding
YOR051C	protein_coding
YOL159C-A	protein_coding
YNL081C	protein_coding
YGL031C	protein_coding
YGL085W	protein_coding
YDL238C	protein_coding
YMR069W	protein_coding
YDL078C	protein_coding
YFR016C	protein_coding
YGR280C	protein_coding
YIL001W	protein_coding
YDR303C	protein_coding
YAL033W	protein_coding
YCR028C	protein_coding
YLR218C	protein_coding
YKL212W	protein_coding
YMR119W-A	protein_coding
YML105C	protein_coding
YDR440W	protein_coding
YNL328C	protein_coding
YJL151C	protein_coding
YJR047C	protein_coding
YML072C	protein_coding
YIR028W	protein_coding
YJL138C	protein_coding
YOL040C	protein_coding
YOR351C	protein_coding
YFR051C	protein_coding
YHR038W	protein_coding
YPR054W	protein_coding
YDR314C	protein_coding
YDR467C	protein_coding
YOR329C	protein_coding
YLR028C	protein_coding
YER045C	protein_coding
YFR010W-A	protein_coding
YPR144C	protein_coding
YPL249C-A	protein_coding
YLR043C	protein_coding
YMR125W	protein_coding
YDL134C	protein_coding
YGR121C	protein_coding
YMR325W	protein_coding
YPR128C	protein_coding
YER088W-B	protein_coding
YMR141W-A	protein_coding
YDR117C	protein_coding
tK(CUU)K	tRNA
YGL043W	protein_coding
YGR139W	protein_coding
YOR156C	protein_coding
YDL226C	protein_coding
YJL121C	protein_coding
YGL182C	protein_coding
YGR061C	protein_coding
YHR158C	protein_coding
YGR213C	protein_coding
YML070W	protein_coding
YOL038C-A	protein_coding
YCL064C	protein_coding
YBR144C	protein_coding
YMR015C	protein_coding
YML071C	protein_coding
YFR028C	protein_coding
YOR129C	protein_coding
YIL088C	protein_coding
tV(UAC)Q	tRNA
tT(AGU)H	tRNA
YMR145C	protein_coding
YJL222W	protein_coding
YDR517W	protein_coding
YLR178C	protein_coding
YDR371C-A	protein_coding
tF(GAA)P1	tRNA
YNL258C	protein_coding
YLR441C	protein_coding
YGR119C	protein_coding
YJR013W	protein_coding
YIR027C	protein_coding
YDR246W-A	protein_coding
YNL339W-B	protein_coding
YBR151W	protein_coding
YDL167C	protein_coding
YBL005W	protein_coding
YOR377W	protein_coding
YDL037C	protein_coding
YKL193C	protein_coding
YDR223W	protein_coding
YDL053C	protein_coding
snR85	snoRNA
YOR103C	protein_coding
YGR093W	protein_coding
YHR137W	protein_coding
YBR226C	protein_coding
YGL091C	protein_coding
YPL141C	protein_coding
YGR258C	protein_coding
YBR141C	protein_coding
YJR091C	protein_coding
RUF21	ncRNA
YMR243C	protein_coding
YPL235W	protein_coding
YDL172C	protein_coding
YNL230C	protein_coding
YEL028W	protein_coding
YAR073W	protein_coding
YER095W	protein_coding
YNL231C	protein_coding
YPL183W-A	protein_coding
YDR143C	protein_coding
YGR207C	protein_coding
YPL066W	protein_coding
YOR152C	protein_coding
YAL027W	protein_coding
YHR013C	protein_coding
YJL080C	protein_coding
YOR269W	protein_coding
SRG1	ncRNA
YIR038C	protein_coding
YFR052C-A	protein_coding
tP(AGG)N	tRNA
YOR344C	protein_coding
YPL049C	protein_coding
YML065W	protein_coding
YFL049W	protein_coding
YDR062W	protein_coding
YIL170W	pseudogene
YLR237W	protein_coding
YDR327W	protein_coding
YMR074C	protein_coding
YIL121W	protein_coding
YGL048C	protein_coding
YKR010C	protein_coding
YOR221C	protein_coding
YOL047C	protein_coding
YGL203C	protein_coding
YMR164C	protein_coding
tQ(UUG)D2	tRNA
YGR113W	protein_coding
YIL171W-A	protein_coding
YPR160W	protein_coding
YDR381W	protein_coding
YDR140W	protein_coding
YDL117W	protein_coding
YGR178C	protein_coding
YER124C	protein_coding
YGR144W	protein_coding
YMR252C	protein_coding
YIL157C	protein_coding
YPL229W	protein_coding
tK(CUU)G1	tRNA
YGL147C	protein_coding
YJR041C	protein_coding
YKL028W	protein_coding
tT(AGU)B	tRNA
YNR053C	protein_coding
YKR003W	protein_coding
YKL146W	protein_coding
tS(AGA)D1	tRNA
YLR446W	protein_coding
YLR464W	protein_coding
YBL030C	protein_coding
tY(GUA)J1	tRNA
YER168C	protein_coding
YLR355C	protein_coding
YIL046W	protein_coding
YDR479C	protein_coding
YGR268C	protein_coding
YNL134C	protein_coding
YLR221C	protein_coding
YGR220C	protein_coding
YDR100W	protein_coding
YLR003C	protein_coding
tS(AGA)L	tRNA
YNL010W	protein_coding
YHL037C	protein_coding
YJL056C	protein_coding
YFR043C	protein_coding
YDL130W	protein_coding
YNL208W	protein_coding
YFL060C	protein_coding
YGR040W	protein_coding
snR50	snoRNA
YMR194W	protein_coding
YBR056W	protein_coding
YGL029W	protein_coding
YBR049C	protein_coding
YGL171W	protein_coding
YNL171C	protein_coding
YHR067W	protein_coding
YOR247W	protein_coding
YLR155C	protein_coding
YOR276W	protein_coding
YML102W	protein_coding
YLR154W-E	protein_coding
YPR163C	protein_coding
YDL007C-A	protein_coding
YCL021W-A	protein_coding
YOR277C	protein_coding
YDL095W	protein_coding
YDR076W	protein_coding
tW(CCA)G2	tRNA
YLR287C-A	protein_coding
YOR357C	protein_coding
YER046W-A	protein_coding
snR14	snRNA
tN(GUU)C	tRNA
YER187W	protein_coding
YLR375W	protein_coding
YLR416C	protein_coding
YGR171C	protein_coding
YMR209C	protein_coding
YMR054W	protein_coding
YDR013W	protein_coding
YLR163W-A	protein_coding
YFR009W-A	protein_coding
YJL101C	protein_coding
YHR122W	protein_coding
YLR108C	protein_coding
YCR028C-A	protein_coding
YKR015C	protein_coding
YDR454C	protein_coding
YBR093C	protein_coding
YGL041W-A	protein_coding
tG(GCC)F2	tRNA
YMR005W	protein_coding
YER076W-A	protein_coding
YDL001W	protein_coding
YKL137W	protein_coding
YIR011C	protein_coding
YER145C-A	protein_coding
YNL289W	protein_coding
YKL205W	protein_coding
YGR092W	protein_coding
YHR134W	protein_coding
YPR204C-A	protein_coding
YPL191C	protein_coding
YDR465C	protein_coding
YHR028C	protein_coding
YCR096C	protein_coding
YNL084C	protein_coding
YDR250C	protein_coding
YGR233C	protein_coding
YKL059C	protein_coding
YMR130W	protein_coding
YLR257W	protein_coding
YLL038C	protein_coding
YML061C	protein_coding
YKR037C	protein_coding
YHR197W	protein_coding
YJL028W	protein_coding
YDL086C-A	protein_coding
YIL038C	protein_coding
YPR176C	protein_coding
YLL007C	protein_coding
YLR141W	protein_coding
tD(GUC)L1	tRNA
YOR208W	protein_coding
YMR238W	protein_coding
YBR052C	protein_coding
YHL026C	protein_coding
YMR187C	protein_coding
YGR066C	protein_coding
YPL094C	protein_coding
YNL237W	protein_coding
YKL194C	protein_coding
YLR204W	protein_coding
tG(GCC)J2	tRNA
YOR356W	protein_coding
YER117W	protein_coding
YDR519W	protein_coding
tE(UUC)P	tRNA
tL(CAA)C	tRNA
YNL114C	protein_coding
YDR511W	protein_coding
YHR047C	protein_coding
YDR234W	protein_coding
YGL255W	protein_coding
YCR059C	protein_coding
YNR012W	protein_coding
YJR094C	protein_coding
YJR159W	protein_coding
YGL114W	protein_coding
YLR350W	protein_coding
YLR312C	protein_coding
YNL109W	protein_coding
YMR030W	protein_coding
YDL008W	protein_coding
YNL101W	protein_coding
YGR155W	protein_coding
tS(GCU)Q1	tRNA
YMR182W-A	protein_coding
YDR015C	protein_coding
YAR031W	protein_coding
YML083C	protein_coding
YLR124W	protein_coding
tA(UGC)L	tRNA
YNL196C	protein_coding
YIR020C	protein_coding
tC(GCA)B	tRNA
YPL158C	protein_coding
YAL029C	protein_coding
YIL021W	protein_coding
YLR063W	protein_coding
YML024W	protein_coding
YER066C-A	protein_coding
tQ(UUG)H	tRNA
YDR041W	protein_coding
YJL063C	protein_coding
YNL138W-A	protein_coding
YDR227W	protein_coding
YNL296W	protein_coding
YER106W	protein_coding
YDR530C	protein_coding
YDR412W	protein_coding
YHR128W	protein_coding
YDR301W	protein_coding
YKL050C	protein_coding
YPR105C	protein_coding
YPL135C-A	protein_coding
YHL024W	protein_coding
YLR392C	protein_coding
YCR004C	protein_coding
YDR355C	protein_coding
YMR037C	protein_coding
YDL011C	protein_coding
YIL007C	protein_coding
YNL097C-B	protein_coding
YNR034W-A	protein_coding
YBR181C	protein_coding
tN(GUU)K	tRNA
YAL047C	protein_coding
YHR057C	protein_coding
YLL025W	protein_coding
YLL018C	protein_coding
YNL082W	protein_coding
YOR133W	protein_coding
YGR073C	protein_coding
YPL269W	protein_coding
tK(CUU)P	tRNA
YLR201C	protein_coding
YDR538W	protein_coding
YMR264W	protein_coding
tM(CAU)Q1	tRNA
YJR156C	protein_coding
tI(AAU)L2	tRNA
YNL073W	protein_coding
YCL052C	protein_coding
YMR225C	protein_coding
YBL008W	protein_coding
YOR020C	protein_coding
YIR032C	protein_coding
snR39B	snoRNA
YLR206W	protein_coding
YKL121W	protein_coding
YEL017W	protein_coding
YFR015C	protein_coding
tM(CAU)O2	tRNA
YPR046W	protein_coding
YDR112W	protein_coding
YER087C-A	protein_coding
YGL111W	protein_coding
YCR034W	protein_coding
YPR005C	protein_coding
YDR500C	protein_coding
YNL115C	protein_coding
YBR242W	protein_coding
YBR126W-A	protein_coding
YBR257W	protein_coding
YNL270C	protein_coding
YHR020W	protein_coding
tR(CCU)J	tRNA
YBL099W	protein_coding
YBL056W	protein_coding
YKL053C-A	protein_coding
YMR190C	protein_coding
YKL052C	protein_coding
YOL096C	protein_coding
YNL249C	protein_coding
YDL048C	protein_coding
YFL038C	protein_coding
tM(CAU)J1	tRNA
YOR072W-A	protein_coding
YDL062W	protein_coding
YPL086C	protein_coding
YDL218W	protein_coding
YNL112W	protein_coding
YNL241C	protein_coding
YLR215C	protein_coding
YDR174W	protein_coding
YHR069C-A	protein_coding
YIL077C	protein_coding
YKR049C	protein_coding
YLR466C-B	protein_coding
YIL104C	protein_coding
YML007W	protein_coding
YBR198C	protein_coding
YPR092W	protein_coding
YHR082C	protein_coding
YHR153C	protein_coding
YDR170C	protein_coding
YIL162W	protein_coding
YKL165C-A	protein_coding
YDR282C	protein_coding
YLR051C	protein_coding
YER004W	protein_coding
YLR134W	protein_coding
YNR011C	protein_coding
YNL207W	protein_coding
YCR087W	protein_coding
YKL127W	protein_coding
tE(UUC)B	tRNA
YER021W	protein_coding
YOR066W	protein_coding
YDL009C	protein_coding
YBR070C	protein_coding
YDR290W	protein_coding
YNL125C	protein_coding
tG(GCC)E	tRNA
YDR292C	protein_coding
YML047W-A	protein_coding
YDR306C	protein_coding
YPL096C-A	protein_coding
YGR011W	protein_coding
YER175C	protein_coding
YHR213W	protein_coding
YDL144C	protein_coding
YPR117W	protein_coding
YML110C	protein_coding
YFL065C	protein_coding
YNL045W	protein_coding
YOL115W	protein_coding
YER088C	protein_coding
YLR358C	protein_coding
YNL302C	protein_coding
YBR201W	protein_coding
YGR179C	protein_coding
YLR189C	protein_coding
RDN5-3	rRNA
YPR086W	protein_coding
YCR065W	protein_coding
YFR007W	protein_coding
YOR348C	protein_coding
Q0182	protein_coding
YKL107W	protein_coding
YOR352W	protein_coding
YKL115C	protein_coding
YPL278C	protein_coding
YCR024C	protein_coding
YBR258C	protein_coding
YER134C	protein_coding
YOR327C	protein_coding
YGL260W	protein_coding
YEL037C	protein_coding
YHR103W	protein_coding
YHR201C	protein_coding
YBR094W	protein_coding
YLR031W	protein_coding
YNR048W	protein_coding
YNL138W	protein_coding
YPL205C	protein_coding
YER175W-A	protein_coding
Q0085	protein_coding
YOR391C	protein_coding
snR49	snoRNA
YOR050C	protein_coding
YNR050C	protein_coding
YLR342W-A	protein_coding
YDR433W	protein_coding
YPL242C	protein_coding
YNL179C	protein_coding
YMR226C	protein_coding
YGR199W	protein_coding
tA(UGC)Q	tRNA
YJL096W	protein_coding
YJL026W	protein_coding
YHR191C	protein_coding
YJR101W	protein_coding
YLR168C	protein_coding
snR24	snoRNA
YPR182W	protein_coding
YGR247W	protein_coding
YGL262W	protein_coding
YKL211C	protein_coding
YPL209C	protein_coding
YOR314W	protein_coding
YHL040C	protein_coding
YOL084W	protein_coding
YDR079W	protein_coding
YDR345C	protein_coding
YGL241W	protein_coding
YHR004C	protein_coding
YBR283C	protein_coding
YGR154C	protein_coding
YOR018W	protein_coding
YLR002C	protein_coding
YPL007C	protein_coding
tQ(UUG)D3	tRNA
YPR187W	protein_coding
YHR017W	protein_coding
YNL300W	protein_coding
YDR262W	protein_coding
YDL126C	protein_coding
YMR271C	protein_coding
YML117W	protein_coding
YBL009W	protein_coding
YNL128W	protein_coding
YER049W	protein_coding
YGR212W	protein_coding
YCL063W	protein_coding
YLR127C	protein_coding
YDR315C	protein_coding
YMR055C	protein_coding
YBL052C	protein_coding
YCR038C	protein_coding
YGL201C	protein_coding
YOR374W	protein_coding
YPR063C	protein_coding
YJR058C	protein_coding
YOR034C	protein_coding
YGR035C	protein_coding
YOL118C	protein_coding
YBL085W	protein_coding
YDR126W	protein_coding
YIL049W	protein_coding
YNL277W-A	protein_coding
YEL024W	protein_coding
tP(UGG)M	tRNA
YIL014C-A	protein_coding
YBL113W-A	protein_coding
YDR067C	protein_coding
YEL027W	protein_coding
YGL116W	protein_coding
YMR214W	protein_coding
YGR080W	protein_coding
YDR048C	protein_coding
YDL060W	protein_coding
YKL190W	protein_coding
YPL126W	protein_coding
YOR012W	protein_coding
YLL006W-A	protein_coding
YHR192W	protein_coding
YDR255C	protein_coding
YFR050C	protein_coding
snR33	snoRNA
YLR248W	protein_coding
YDR031W	protein_coding
YDR138W	protein_coding
YLR349W	protein_coding
YBL108W	protein_coding
YKL204W	protein_coding
YDR070C	protein_coding
YOL054W	protein_coding
YPL171C	protein_coding
YJR017C	protein_coding
YPL132W	protein_coding
YBR275C	protein_coding
YOR053W	protein_coding
YPL143W	protein_coding
YCR015C	protein_coding
YOR198C	protein_coding
YDR399W	protein_coding
YKL017C	protein_coding
YKR064W	protein_coding
YIL055C	protein_coding
YOR287C	protein_coding
YDR494W	protein_coding
YER073W	protein_coding
YNL069C	protein_coding
YNL111C	protein_coding
YCL049C	protein_coding
YBR133C	protein_coding
YPR040W	protein_coding
YPL253C	protein_coding
YNL166C	protein_coding
YPR021C	protein_coding
YPL207W	protein_coding
YJR068W	protein_coding
YER075C	protein_coding
YNR057C	protein_coding
tK(CUU)G3	tRNA
YFR019W	protein_coding
YHR040W	protein_coding
YFL042C	protein_coding
YMR223W	protein_coding
tG(UCC)N	tRNA
YEL031W	protein_coding
YDR368W	protein_coding
YNL067W-B	protein_coding
YLR295C	protein_coding
YLR307C-A	protein_coding
YCR101C	protein_coding
YML007C-A	protein_coding
YMR256C	protein_coding
YKL192C	protein_coding
YFR042W	protein_coding
YOL139C	protein_coding
YBR173C	protein_coding
YNL242W	protein_coding
YDR192C	protein_coding
YJL140W	protein_coding
YBR170C	protein_coding
YCR024C-B	protein_coding
YBR184W	protein_coding
YBR203W	protein_coding
YFL005W	protein_coding
YNL292W	protein_coding
tL(UAA)D	tRNA
YDR251W	protein_coding
YPL201C	protein_coding
YIR013C	protein_coding
YHR063W-A	protein_coding
YLR284C	protein_coding
YNL266W	protein_coding
YIL043C	protein_coding
snR66	snoRNA
YBR249C	protein_coding
YAR060C	protein_coding
YMR251W	protein_coding
YBR265W	protein_coding
YGL071W	protein_coding
YGL144C	protein_coding
YPL188W	protein_coding
YGL023C	protein_coding
snR5	snoRNA
YIL071W-A	protein_coding
YIL130W	protein_coding
YER023C-A	protein_coding
Q0050	protein_coding
YFL017W-A	protein_coding
YJR024C	protein_coding
YLL019C	protein_coding
YNL339W-A	protein_coding
YLR138W	protein_coding
YNR066C	protein_coding
YHR178W	protein_coding
YJR151C	protein_coding
YGR015C	protein_coding
YGR138C	protein_coding
YKL162C	protein_coding
YBL079W	protein_coding
YER046W	protein_coding
YMR042W	protein_coding
YDL185W	protein_coding
YJR032W	protein_coding
YDL158C	protein_coding
YBR104W	protein_coding
YFL031W	protein_coding
YHL033C	protein_coding
YAL067W-A	protein_coding
YHR066W	protein_coding
YCR085W	protein_coding
tL(CAA)M	tRNA
PWR1	ncRNA
YKL156W	protein_coding
YDR241W	protein_coding
YHR029C	protein_coding
YIL138C	protein_coding
YOL055C	protein_coding
YGL236C	protein_coding
YAL049C	protein_coding
YNR009W	protein_coding
YBR048W	protein_coding
YER102W	protein_coding
YJL177W	protein_coding
YDR146C	protein_coding
YIL154C	protein_coding
YJL131C	protein_coding
YKL056C	protein_coding
YPL069C	protein_coding
YHR073C-B	protein_coding
YOR180C	protein_coding
YMR078C	protein_coding
YDL202W	protein_coding
YBR032W	protein_coding
tW(CCA)K	tRNA
YBR273C	protein_coding
YER005W	protein_coding
YDL192W	protein_coding
tH(GUG)Q	tRNA
YLR281C	protein_coding
YOR394C-A	protein_coding
YDR308C	protein_coding
YDR484W	protein_coding
YLR385C	protein_coding
tV(AAC)E1	tRNA
YML120C	protein_coding
YEL073C	protein_coding
YDL178W	protein_coding
YLR136C	protein_coding
YNL100W	protein_coding
YKR008W	protein_coding
YML118W	protein_coding
YDR106W	protein_coding
ITS1-2	rRNA
YLR406C	protein_coding
YDR330W	protein_coding
YOR279C	protein_coding
YIL125W	protein_coding
YEL032C-A	protein_coding
YER167W	protein_coding
YML031W	protein_coding
ETS1-2	rRNA
YDR179W-A	protein_coding
YOL008W	protein_coding
YBR278W	protein_coding
YNL326C	protein_coding
YDR213W	protein_coding
YMR087W	protein_coding
YOR111W	protein_coding
YGL257C	protein_coding
YMR220W	protein_coding
YBR154C	protein_coding
YBR191W-A	protein_coding
YIR017C	protein_coding
YHL028W	protein_coding
YOR015W	protein_coding
YFR012W-A	protein_coding
YHL050W-A	protein_coding
YGR060W	protein_coding
YGL206C	protein_coding
YOR321W	protein_coding
YHR081W	protein_coding
YDR281C	protein_coding
YER083C	protein_coding
YPL030W	protein_coding
YHR071C-A	protein_coding
YPR162C	protein_coding
YPL283W-B	protein_coding
YMR138W	protein_coding
YNL215W	protein_coding
YMR053C	protein_coding
YMR122W-A	protein_coding
YLR118C	protein_coding
YEL030W	protein_coding
YFR038W	protein_coding
YMR041C	protein_coding
YGR058W	protein_coding
YER153C	protein_coding
YGL195W	protein_coding
YER137W-A	protein_coding
YNL225C	protein_coding
YPR074W-A	protein_coding
YMR029C	protein_coding
YMR092C	protein_coding
YER113C	protein_coding
YIL052C	protein_coding
YHL038C	protein_coding
YGL192W	protein_coding
YIL078W	protein_coding
YLR036C	protein_coding
YOL057W	protein_coding
YPL104W	protein_coding
YFR020W	protein_coding
YLL009C	protein_coding
YNR044W	protein_coding
YLL035W	protein_coding
YOL157C	protein_coding
tK(CUU)E1	tRNA
YBL045C	protein_coding
YKL101W	protein_coding
YMR291W	protein_coding
YLR426W	protein_coding
RDN37-1	rRNA
tL(CAA)L	tRNA
YOR347C	protein_coding
YOR143C	protein_coding
YGR259C	protein_coding
YMR023C	protein_coding
YLL049W	protein_coding
YBL029W	protein_coding
YNR059W	protein_coding
YGR071C	protein_coding
YOL058W	protein_coding
YEL015W	protein_coding
YDR279W	protein_coding
YNL235C	protein_coding
YKR035C	protein_coding
YKR081C	protein_coding
YBR221C	protein_coding
YJR143C	protein_coding
YPR078C	protein_coding
YDL173W	protein_coding
YBR123C	protein_coding
YJR073C	protein_coding
YOR362C	protein_coding
YOR249C	protein_coding
YKL185W	protein_coding
YIL091C	protein_coding
YFL040W	protein_coding
YKL080W	protein_coding
YLR087C	protein_coding
YIL073C	protein_coding
YIL034C	protein_coding
YDR522C	protein_coding
YKL093W	protein_coding
YDR400W	protein_coding
YJL211C	protein_coding
YAR008W	protein_coding
YJL225C	protein_coding
YFR010W	protein_coding
YMR258C	protein_coding
YOR013W	protein_coding
tC(GCA)G	tRNA
YCR045C	protein_coding
YJL007C	protein_coding
YDL141W	protein_coding
YIR041W	protein_coding
YHR008C	protein_coding
YJL122W	protein_coding
YKL152C	protein_coding
YLR137W	protein_coding
YOR123C	protein_coding
YHR032W	protein_coding
YDL105W	protein_coding
YPL096W	protein_coding
tD(GUC)J1	tRNA
YOL052C-A	protein_coding
YDR318W	protein_coding
YIL037C	protein_coding
YDR481C	protein_coding
YIL142W	protein_coding
YJL198W	protein_coding
YER130C	protein_coding
YNL222W	protein_coding
YNL260C	protein_coding
YNL156C	protein_coding
YKL197C	protein_coding
YOR390W	protein_coding
YER138W-A	protein_coding
Q0120	protein_coding
YFL034C-A	protein_coding
YFR012W	protein_coding
YGL083W	protein_coding
YML084W	protein_coding
ITS1-1	rRNA
YOL077C	protein_coding
YOR291W	protein_coding
YMR304C-A	protein_coding
YNL279W	protein_coding
YNL281W	protein_coding
YLR420W	protein_coding
YGL198W	protein_coding
YCR061W	protein_coding
YPR145C-A	protein_coding
YMR185W	protein_coding
YMR278W	protein_coding
YML111W	protein_coding
YCR040W	protein_coding
YJL125C	protein_coding
YGL218W	protein_coding
YPR052C	protein_coding
YDR390C	protein_coding
tR(UCU)G1	tRNA
YML002W	protein_coding
YBR085C-A	protein_coding
YER158C	protein_coding
YLR268W	protein_coding
YFL017C	protein_coding
YGR143W	protein_coding
YLR466C-A	protein_coding
YHL022C	protein_coding
YDL122W	protein_coding
YHR165W-A	protein_coding
YCR106W	protein_coding
YBR020W	protein_coding
YMR108W	protein_coding
YDR420W	protein_coding
YNL053W	protein_coding
YKR106W	protein_coding
YDR486C	protein_coding
YBR262C	protein_coding
YGR221C	protein_coding
YJL144W	protein_coding
snR59	snoRNA
YER068W	protein_coding
YOR030W	protein_coding
YBR233W	protein_coding
YBR195C	protein_coding
YLR041W	protein_coding
YLL012W	protein_coding
YGL130W	protein_coding
YDR323C	protein_coding
YOR319W	protein_coding
YNL236W	protein_coding
YPL265W	protein_coding
YBR300C	protein_coding
YGL042C	protein_coding
YCL047C	protein_coding
YNR001W-A	protein_coding
YLR022C	protein_coding
YIL177W-A	protein_coding
YMR035W	protein_coding
YHR083W	protein_coding
YGR090W	protein_coding
YEL020C-B	protein_coding
YLR382C	protein_coding
tK(UUU)L	tRNA
YNL327W	protein_coding
YLR273C	protein_coding
YML009W-B	protein_coding
YLR172C	protein_coding
YER119C	protein_coding
YOL077W-A	protein_coding
YPL080C	protein_coding
YKR076W	protein_coding
tR(ACG)L	tRNA
YDR242W	protein_coding
YOR282W	protein_coding
YCL058W-A	protein_coding
YOL021C	protein_coding
YJL207C	protein_coding
YNR018W	protein_coding
YLR154W-F	protein_coding
YPL148C	protein_coding
YIL023C	protein_coding
YGR121W-A	protein_coding
YDR072C	protein_coding
YNL198C	protein_coding
YER064C	protein_coding
YLR374C	protein_coding
YLR315W	protein_coding
YOL130W	protein_coding
YGR206W	protein_coding
YMR175W	protein_coding
YFL061W	protein_coding
YER147C	protein_coding
YKR028W	protein_coding
YNL271C	protein_coding
tT(AGU)N1	tRNA
YLR444C	protein_coding
YBR072C-A	protein_coding
YDR346C	protein_coding
YMR270C	protein_coding
YOL136C	protein_coding
YIL020C	protein_coding
YOL083W	protein_coding
YCR075W-A	protein_coding
tM(CAU)J2	tRNA
tA(AGC)M1	tRNA
YNL070W	protein_coding
tD(GUC)N	tRNA
Q0110	protein_coding
YFL037W	protein_coding
YJR078W	protein_coding
YPL005W	protein_coding
YER085C	protein_coding
YJL059W	protein_coding
YDL091C	protein_coding
YGR068W-A	protein_coding
tA(AGC)K2	tRNA
YEL050W-A	protein_coding
YGL119W	protein_coding
YOR040W	protein_coding
tL(UAA)B1	tRNA
YIL135C	protein_coding
YHR104W	protein_coding
YJL143W	protein_coding
YAL004W	protein_coding
YDL074C	protein_coding
YJR124C	protein_coding
YPL139C	protein_coding
YMR043W	protein_coding
YLR174W	protein_coding
YIR024C	protein_coding
YER065C	protein_coding
YEL029C	protein_coding
YCR102C	protein_coding
YKR009C	protein_coding
YJR059W	protein_coding
YOR110W	protein_coding
YER151C	protein_coding
YIL093C	protein_coding
YGL054C	protein_coding
YHR213W-B	protein_coding
YML054C-A	protein_coding
YBL109W	protein_coding
YPL128C	protein_coding
YER136W	protein_coding
YDL211C	protein_coding
YDR261C	protein_coding
YJL217W	protein_coding
YNL255C	protein_coding
YJR076C	protein_coding
YGL044C	protein_coding
YNL051W	protein_coding
YNL148C	protein_coding
YLL019W-A	protein_coding
YMR107W	protein_coding
YNR075C-A	protein_coding
YDL147W	protein_coding
YDL081C	protein_coding
YOR294W	protein_coding
YLR258W	protein_coding
YOR288C	protein_coding
YDR283C	protein_coding
YIL099W	protein_coding
YBL104C	protein_coding
YLR330W	protein_coding
YLR244C	protein_coding
YHL034W-A	protein_coding
YDR340W	protein_coding
