Gene stable ID	Gene type
YLR106C	protein_coding
YEL003W	protein_coding
YLR364W	protein_coding
YMR306C-A	protein_coding
YGR244C	protein_coding
YMR242C	protein_coding
YFL020C	protein_coding
tI(UAU)L	tRNA
tG(GCC)M	tRNA
YGL047W	protein_coding
YDL114W	protein_coding
YMR239C	protein_coding
YFL023W	protein_coding
YOR261C	protein_coding
YKL168C	protein_coding
YIR026C	protein_coding
YOR306C	protein_coding
YJL182C	protein_coding
YPL075W	protein_coding
YLR109W	protein_coding
YAL059W	protein_coding
YOR034C-A	protein_coding
YLR431C	protein_coding
YPR089W	protein_coding
YMR076C	protein_coding
YOL031C	protein_coding
YCL057C-A	protein_coding
YGL038C	protein_coding
YFR001W	protein_coding
YDR135C	protein_coding
YPR039W	protein_coding
YBL026W	protein_coding
YLR356W	protein_coding
YPR028W	protein_coding
YOR054C	protein_coding
YBL040C	protein_coding
YKR071C	protein_coding
YOR322C	protein_coding
YER169W	protein_coding
YMR181C	protein_coding
YML080W	protein_coding
YLR010C	protein_coding
YMR194C-B	protein_coding
YLR307W	protein_coding
YGL061C	protein_coding
YOL044W	protein_coding
YGR083C	protein_coding
YMR140W	protein_coding
NME1	snoRNA
YHR196W	protein_coding
YPL103C	protein_coding
YBR165W	protein_coding
YMR058W	protein_coding
YGL219C	protein_coding
tY(GUA)Q	tRNA
YAL067C	protein_coding
YMR295C	protein_coding
YOL156W	protein_coding
YGR127W	protein_coding
YER078C	protein_coding
YDL208W	protein_coding
YPR042C	protein_coding
YOL145C	protein_coding
YMR182C	protein_coding
YLR418C	protein_coding
YNL014W	protein_coding
YDR543C	protein_coding
YPR012W	protein_coding
YOR081C	protein_coding
YLR398C	protein_coding
YAL054C	protein_coding
YDR295C	protein_coding
YPL013C	protein_coding
YDL005C	protein_coding
YDR207C	protein_coding
YLL067W-A	protein_coding
YFR023W	protein_coding
YER171W	protein_coding
YCR076C	protein_coding
YDR401W	protein_coding
YJL190C	protein_coding
YDR510C-A	protein_coding
YER051W	protein_coding
YPL178W	protein_coding
YOR267C	protein_coding
YML097C	protein_coding
YFL034C-B	protein_coding
YJR110W	protein_coding
YHR099W	protein_coding
YLL016W	pseudogene
YHL023C	protein_coding
YER048W-A	protein_coding
YEL075C	protein_coding
YKL109W	protein_coding
YCR049C	protein_coding
YLR195C	protein_coding
YJR001W	protein_coding
YDR222W	protein_coding
YLR223C	protein_coding
YOR170W	protein_coding
YOR335W-A	protein_coding
YEL072W	protein_coding
tP(UGG)N2	tRNA
YDL159C-B	protein_coding
YPL003W	protein_coding
YGR241C	protein_coding
YKR105C	protein_coding
YJL192C	protein_coding
YDR311W	protein_coding
YGR007W	protein_coding
YPL193W	protein_coding
YJL142C	protein_coding
YLR006C	protein_coding
tK(UUU)D	tRNA
YHR188C	protein_coding
YNL267W	protein_coding
YDR044W	protein_coding
YNL154C	protein_coding
YHR214W	protein_coding
tR(UCU)E	tRNA
YBR296C	protein_coding
YBR103C-A	protein_coding
YFL055W	protein_coding
YGL074C	protein_coding
YDL209C	protein_coding
YPL165C	protein_coding
YBR089C-A	protein_coding
YPR145W	protein_coding
YOR358W	protein_coding
YGR057C	protein_coding
YOR153W	protein_coding
snR42	snoRNA
YLR194C	protein_coding
YOL009C	protein_coding
YLR270W	protein_coding
YIL100W	protein_coding
YPL038W	protein_coding
YOR245C	protein_coding
YLR290C	protein_coding
YLR438W	protein_coding
YJR152W	protein_coding
YGL263W	protein_coding
tP(UGG)O2	tRNA
YOR241W	protein_coding
YJL072C	protein_coding
YJR056C	protein_coding
YLR389C	protein_coding
YPR160C-A	protein_coding
YFL002C	protein_coding
YDR249C	protein_coding
YER172C-A	protein_coding
YNL238W	protein_coding
YMR068W	protein_coding
YGR176W	protein_coding
tN(GUU)P	tRNA
YJL038C	protein_coding
YPR185W	protein_coding
YNL057W	protein_coding
YOR334W	protein_coding
YBL081W	protein_coding
YLL033W	protein_coding
YKL196C	protein_coding
YGR269W	protein_coding
YMR144W	protein_coding
YBL041W	protein_coding
YLR361C	protein_coding
YDL212W	protein_coding
YCL032W	protein_coding
Q0032	protein_coding
YLR353W	protein_coding
YPL167C	protein_coding
YKL188C	protein_coding
YNL183C	protein_coding
YPL032C	protein_coding
YDR142C	protein_coding
YLR123C	protein_coding
YDR267C	protein_coding
YMR060C	protein_coding
YKL076C	protein_coding
YGR214W	protein_coding
YDR215C	protein_coding
YER129W	protein_coding
YKR026C	protein_coding
tK(CUU)J	tRNA
YGR095C	protein_coding
YFR008W	protein_coding
YDR047W	protein_coding
YER015W	protein_coding
YOL162W	protein_coding
YNR047W	protein_coding
YLR019W	protein_coding
YLR209C	protein_coding
YLR438C-A	protein_coding
YGR134W	protein_coding
YMR117C	protein_coding
YIL175W	pseudogene
YBR011C	protein_coding
YDR069C	protein_coding
YLR314C	protein_coding
YDR503C	protein_coding
YJR137C	protein_coding
YNL093W	protein_coding
YER181C	protein_coding
YCR039C	protein_coding
YDR080W	protein_coding
YAR070C	protein_coding
YPL074W	protein_coding
YJL054W	protein_coding
YPL065W	protein_coding
YOR226C	protein_coding
YOR168W	protein_coding
YJL081C	protein_coding
YJL219W	protein_coding
YER100W	protein_coding
YDL174C	protein_coding
YOL111C	protein_coding
YCR073W-A	protein_coding
YOR368W	protein_coding
YJL134W	protein_coding
YBL096C	protein_coding
YKL064W	protein_coding
YEL006W	protein_coding
YBR189W	protein_coding
YLL051C	protein_coding
tQ(UUG)E2	tRNA
YLR158C	protein_coding
YNL074C	protein_coding
YKL130C	protein_coding
YNL329C	protein_coding
YKL195W	protein_coding
YML068W	protein_coding
YLR402W	protein_coding
YEL049W	protein_coding
YGL150C	protein_coding
YOR131C	protein_coding
YNL011C	protein_coding
YDR172W	protein_coding
tD(GUC)K	tRNA
YKL206C	protein_coding
YAR019W-A	protein_coding
YAR069C	protein_coding
YOR134W	protein_coding
YGR203W	protein_coding
YPL220W	protein_coding
YMR257C	protein_coding
YGL127C	protein_coding
YOR078W	protein_coding
YKL075C	protein_coding
YDR286C	protein_coding
YER037W	protein_coding
YJR160C	protein_coding
YPL176C	protein_coding
YMR221C	protein_coding
YJR057W	protein_coding
YOL109W	protein_coding
YKL071W	protein_coding
YPR070W	protein_coding
YGR202C	protein_coding
YAR033W	protein_coding
YER031C	protein_coding
YHR214C-E	protein_coding
YDL175C	protein_coding
YMR003W	protein_coding
YGL181W	protein_coding
YER050C	protein_coding
YLR175W	protein_coding
YDR037W	protein_coding
YDR151C	protein_coding
YGR116W	protein_coding
YML081W	protein_coding
YGR180C	protein_coding
snR4	snoRNA
YNL056W	protein_coding
YDR004W	protein_coding
YHR027C	protein_coding
YML018C	protein_coding
YIL025C	protein_coding
YER155C	protein_coding
YLR146W-A	protein_coding
YBR297W	protein_coding
YBL008W-A	protein_coding
YJR117W	protein_coding
YEL034C-A	protein_coding
YNL022C	protein_coding
YML032C	protein_coding
YOR192C	protein_coding
RDN58-1	rRNA
YPR108W-A	protein_coding
YOR304C-A	protein_coding
YBL012C	protein_coding
YBR156C	protein_coding
YGL187C	protein_coding
YLR066W	protein_coding
YDL166C	protein_coding
YBL077W	protein_coding
YKR097W	protein_coding
YOR145C	protein_coding
YOL067C	protein_coding
YDR063W	protein_coding
YIL112W	protein_coding
YNL042W	protein_coding
YNL175C	protein_coding
YBR162W-A	protein_coding
YGL057C	protein_coding
YGL244W	protein_coding
YPR050C	protein_coding
YOR116C	protein_coding
YOL070C	protein_coding
YMR126C	protein_coding
YOL033W	protein_coding
RDN25-2	rRNA
YOR033C	protein_coding
tR(UCU)D	tRNA
YOL024W	protein_coding
YNL265C	protein_coding
YMR179W	protein_coding
YMR067C	protein_coding
YPL272C	protein_coding
YKL108W	protein_coding
YDR032C	protein_coding
YLL018C-A	protein_coding
YNL131W	protein_coding
YNL307C	protein_coding
YLR092W	protein_coding
YGR287C	protein_coding
YIR012W	protein_coding
YKL009W	protein_coding
YOR324C	protein_coding
YOR006C	protein_coding
YDL143W	protein_coding
YIL156W	protein_coding
YOR166C	protein_coding
tQ(UUG)E1	tRNA
YPR016W-A	protein_coding
YOR177C	protein_coding
YPL077C	protein_coding
YNR003W-A	protein_coding
YHR112C	protein_coding
YMR150C	protein_coding
YBR256C	protein_coding
YDR071C	protein_coding
YDR093W	protein_coding
YLR373C	protein_coding
snR87	snoRNA
YJL165C	protein_coding
YOL004W	protein_coding
YOL125W	protein_coding
YML010W	protein_coding
YDR149C	protein_coding
YOR128C	protein_coding
YDR384C	protein_coding
YIL047C-A	protein_coding
YGR245C	protein_coding
YER053C	protein_coding
YLR029C	protein_coding
YIR030W-A	protein_coding
YGR016W	protein_coding
YLR224W	protein_coding
YLR299W	protein_coding
YMR026C	protein_coding
YBL076C	protein_coding
YHR050W	protein_coding
YLR309C	protein_coding
YNR038W	protein_coding
YIL002C	protein_coding
YDL164C	protein_coding
YJL078C	protein_coding
YBR030W	protein_coding
YPL047W	protein_coding
YGR111W	protein_coding
YKL015W	protein_coding
YOR118W	protein_coding
YNR008W	protein_coding
YGL077C	protein_coding
YPR133C	protein_coding
YAR071W	protein_coding
YDL049C	protein_coding
YEL039C	protein_coding
YAL064W	protein_coding
YHR167W	protein_coding
YGR037C	protein_coding
YPR082C	protein_coding
YKR002W	protein_coding
YJL020W-A	protein_coding
YOL010W	protein_coding
YBL053W	protein_coding
YOR083W	protein_coding
YLR367W	protein_coding
YHR168W	protein_coding
YDR334W	protein_coding
YGR109C	protein_coding
snR44	snoRNA
YCR047W-A	protein_coding
YPL189C-A	protein_coding
YNL254C	protein_coding
snR63	snoRNA
YER044C	protein_coding
YGR133W	protein_coding
YBR096W	protein_coding
YDL217C	protein_coding
tL(CAA)D	tRNA
YKL210W	protein_coding
YER048C	protein_coding
YDL036C	protein_coding
YDR456W	protein_coding
YBL073W	protein_coding
YHR203C	protein_coding
YNL151C	protein_coding
YHR032C-A	protein_coding
YMR261C	protein_coding
YLR280C	protein_coding
YBR033W	protein_coding
YIL046W-A	protein_coding
YKR046C	protein_coding
YKL170W	protein_coding
YER028C	protein_coding
YOL037C	protein_coding
YGL258W-A	protein_coding
YNL090W	protein_coding
YDL032W	protein_coding
YCR098C	protein_coding
tI(AAU)D	tRNA
YNL038W	protein_coding
YMR281W	protein_coding
YHR213W-A	protein_coding
YMR175W-A	protein_coding
YMR259C	protein_coding
YDR221W	protein_coding
YGL202W	protein_coding
YLR381W	protein_coding
YLR448W	protein_coding
YPL056C	protein_coding
YLR098C	protein_coding
YDR320C	protein_coding
YDR344C	protein_coding
YNR030W	protein_coding
YAL016C-A	protein_coding
YPR074C	protein_coding
YOR233W	protein_coding
YHR194W	protein_coding
YER053C-A	protein_coding
YNL006W	protein_coding
YMR047C	protein_coding
YHR127W	protein_coding
tD(GUC)J4	tRNA
YBL094C	protein_coding
YLR300W	protein_coding
YJL127C-B	protein_coding
YOL017W	protein_coding
YLR192C	protein_coding
YHR149C	protein_coding
YLR399W-A	protein_coding
tR(UCU)B	tRNA
YGR296C-B	protein_coding
YLR293C	protein_coding
YHR130C	protein_coding
YPR094W	protein_coding
YHR051W	protein_coding
YDL056W	protein_coding
YDR084C	protein_coding
YFL052W	protein_coding
YIL152W	protein_coding
YMR205C	protein_coding
YMR235C	protein_coding
YCR009C	protein_coding
YBL036C	protein_coding
YER143W	protein_coding
YDL051W	protein_coding
YMR241W	protein_coding
YIL155C	protein_coding
YPL136W	protein_coding
YDL161W	protein_coding
YOR323C	protein_coding
YER014W	protein_coding
YLR044C	protein_coding
YGL049C	protein_coding
YGR263C	protein_coding
YNL214W	protein_coding
YNL019C	protein_coding
YMR316C-A	protein_coding
YEL008W	protein_coding
tV(CAC)H	tRNA
YJR074W	protein_coding
YGR064W	protein_coding
YBL111C	protein_coding
YOL030W	protein_coding
YER034W	protein_coding
YMR210W	protein_coding
YMR158W	protein_coding
YOL019W-A	protein_coding
YDR375C	protein_coding
YER114C	protein_coding
YLR035C	protein_coding
YMR162C	protein_coding
YJL197W	protein_coding
YBR110W	protein_coding
YJL048C	protein_coding
YGL131C	protein_coding
YFL028C	protein_coding
YJL208C	protein_coding
YOR155C	protein_coding
YDR383C	protein_coding
YPL154C	protein_coding
YDR453C	protein_coding
tW(CCA)P	tRNA
YNL031C	protein_coding
YER008C	protein_coding
tS(UGA)E	tRNA
YDR269C	protein_coding
tD(GUC)M	tRNA
YKR050W	protein_coding
YDR273W	protein_coding
YGR257C	protein_coding
YJR099W	protein_coding
YOR242C	protein_coding
YNR019W	protein_coding
YAL047W-A	protein_coding
YDR406W	protein_coding
YKL096W	protein_coding
YKR061W	protein_coding
YIL103W	protein_coding
YGL253W	protein_coding
YBL001C	protein_coding
YPR087W	protein_coding
YGL045W	protein_coding
YOR086C	protein_coding
YDL247W	protein_coding
tM(CAU)D	tRNA
YGR222W	protein_coding
YPR146C	protein_coding
YLR383W	protein_coding
YCR077C	protein_coding
ZOD1	ncRNA
YNL049C	protein_coding
YGL143C	protein_coding
YNR004W	protein_coding
YJR016C	protein_coding
YML027W	protein_coding
YDR545C-A	protein_coding
YHL030W	protein_coding
tK(UUU)P	tRNA
YIL094C	protein_coding
YGL142C	protein_coding
YDL185C-A	protein_coding
YMR163C	protein_coding
YER190C-A	protein_coding
YAL013W	protein_coding
YBR111C	protein_coding
tP(UGG)O1	tRNA
YPL112C	protein_coding
YKL040C	protein_coding
YJL158C	protein_coding
YBR072W	protein_coding
YDR276C	protein_coding
YHR120W	protein_coding
YGR227W	protein_coding
YKL013C	protein_coding
YMR018W	protein_coding
YBL039W-B	protein_coding
YIR018C-A	protein_coding
YGR232W	protein_coding
YCR037C	protein_coding
YDR298C	protein_coding
YIR029W	protein_coding
YBR054W	protein_coding
YKL065C	protein_coding
YBL070C	protein_coding
YDR370C	protein_coding
YLR166C	protein_coding
YIL066C	protein_coding
YML095C	protein_coding
YNL098C	protein_coding
YDR357C	protein_coding
YDL151C	protein_coding
YKL141W	protein_coding
YCR088W	protein_coding
YDR495C	protein_coding
YNL293W	protein_coding
YMR315W-A	protein_coding
snR43	snoRNA
YMR237W	protein_coding
YPL215W	protein_coding
YPL135W	protein_coding
tR(ACG)K	tRNA
YPR184W	protein_coding
YPR037C	protein_coding
YOR175C	protein_coding
YHR145C	protein_coding
YNL077W	protein_coding
YNL177C	protein_coding
YGR277C	protein_coding
YNL200C	protein_coding
YMR305C	protein_coding
YPR035W	protein_coding
YLR081W	protein_coding
YBR139W	protein_coding
YML041C	protein_coding
YJL111W	protein_coding
YKR086W	protein_coding
YLR432W	protein_coding
YDR259C	protein_coding
YIL048W	protein_coding
YBR128C	protein_coding
YKL016C	protein_coding
YBR199W	protein_coding
YNL076W	protein_coding
YAL066W	protein_coding
YHR098C	protein_coding
YPL015C	protein_coding
YNL020C	protein_coding
YDR502C	protein_coding
YDR447C	protein_coding
YDL039C	protein_coding
YJL074C	protein_coding
YOR164C	protein_coding
YKL166C	protein_coding
YEL042W	protein_coding
YML094C-A	protein_coding
YGR118W	protein_coding
YDL225W	protein_coding
YIL006W	protein_coding
YHR182W	protein_coding
YOL097C	protein_coding
snR52	snoRNA
YMR033W	protein_coding
YLR015W	protein_coding
YJL137C	protein_coding
YER139C	protein_coding
YLR465C	protein_coding
YDR224C	protein_coding
YOR360C	protein_coding
YNL155W	protein_coding
YPL234C	protein_coding
YCL005W	protein_coding
YMR277W	protein_coding
YJR064W	protein_coding
YOL128C	protein_coding
YGL064C	protein_coding
YPL151C	protein_coding
YPL236C	protein_coding
YHR095W	protein_coding
YNL233W	protein_coding
YOR102W	protein_coding
YBR251W	protein_coding
YIL176C	protein_coding
YHR046C	protein_coding
YPL067C	protein_coding
YCL045C	protein_coding
YOL045W	protein_coding
YDR418W	protein_coding
YMR215W	protein_coding
YJL088W	protein_coding
YHR101C	protein_coding
YER164W	protein_coding
YDR225W	protein_coding
YOR020W-A	protein_coding
YDL002C	protein_coding
YKR012C	protein_coding
YJL153C	protein_coding
YHL020C	protein_coding
tV(AAC)E2	tRNA
snR79	snoRNA
YJL145W	protein_coding
YGR034W	protein_coding
YBR240C	protein_coding
YNL324W	protein_coding
YOR283W	protein_coding
YGR009C	protein_coding
YOR234C	protein_coding
YPL227C	protein_coding
YGL035C	protein_coding
YLR001C	protein_coding
YLR285C-A	protein_coding
YLL047W	protein_coding
YGL154C	protein_coding
YHR215W	protein_coding
YDR434W	protein_coding
YJR121W	protein_coding
YLL029W	protein_coding
YDR014W-A	protein_coding
snR51	snoRNA
YMR274C	protein_coding
YGL063W	protein_coding
YMR084W	protein_coding
YLR154W-B	protein_coding
YNL092W	protein_coding
snR48	snoRNA
YNR023W	protein_coding
YGR023W	protein_coding
YIL035C	protein_coding
YNL004W	protein_coding
YLR303W	protein_coding
YPL002C	protein_coding
YOR384W	protein_coding
YAL056W	protein_coding
tH(GUG)G1	tRNA
YMR317W	protein_coding
YML054C	protein_coding
YPR159W	protein_coding
YHR133C	protein_coding
YLR313C	protein_coding
YGL254W	protein_coding
YBL092W	protein_coding
YPL070W	protein_coding
YNL218W	protein_coding
YMR024W	protein_coding
YDR153C	protein_coding
YDL184C	protein_coding
YOR010C	protein_coding
YDL154W	protein_coding
YBR062C	protein_coding
YBL014C	protein_coding
YNL250W	protein_coding
YDR431W	protein_coding
YNL314W	protein_coding
YNL227C	protein_coding
YER054C	protein_coding
YBR099C	protein_coding
YNR025C	protein_coding
YAL001C	protein_coding
YJL012C	protein_coding
YGR286C	protein_coding
YGL159W	protein_coding
YGR153W	protein_coding
YKR019C	protein_coding
YNL290W	protein_coding
YJL107C	protein_coding
YDR245W	protein_coding
YOR315W	protein_coding
tL(CAA)K	tRNA
YMR255W	protein_coding
YKL209C	protein_coding
YBL047C	protein_coding
YNL189W	protein_coding
YER033C	protein_coding
YGR136W	protein_coding
YFL022C	protein_coding
YDR183W	protein_coding
YMR119W	protein_coding
YBR145W	protein_coding
YMR227C	protein_coding
YER120W	protein_coding
YJL043W	protein_coding
YOL158C	protein_coding
YGL197W	protein_coding
YHR150W	protein_coding
YPL040C	protein_coding
YPL185W	protein_coding
YDR003W-A	protein_coding
tT(AGU)N2	tRNA
YHR070W	protein_coding
YBR248C	protein_coding
YBR190W	protein_coding
YNL118C	protein_coding
YCL036W	protein_coding
YGR196C	protein_coding
YLR060W	protein_coding
YJR147W	protein_coding
YDR394W	protein_coding
YCR051W	protein_coding
YHL003C	protein_coding
YOR361C	protein_coding
YPR168W	protein_coding
YDR320C-A	protein_coding
YGL006W-A	protein_coding
YLR185W	protein_coding
YPL181W	protein_coding
YOL160W	protein_coding
YER093C-A	protein_coding
YJL095W	protein_coding
snR80	snoRNA
YKL088W	protein_coding
YDL021W	protein_coding
YDR023W	protein_coding
YHL027W	protein_coding
YOL085W-A	protein_coding
YBR200W	protein_coding
YPR003C	protein_coding
YCR014C	protein_coding
YJR018W	protein_coding
YBR105C	protein_coding
YDR086C	protein_coding
YPL041C	protein_coding
YKL181W	protein_coding
YDR521W	protein_coding
YDR426C	protein_coding
YGR150C	protein_coding
YGR164W	protein_coding
YMR299C	protein_coding
YBL025W	protein_coding
YGL199C	protein_coding
YGL078C	protein_coding
YLR302C	protein_coding
YDL113C	protein_coding
YLR467W	protein_coding
YKL183W	protein_coding
YKL220C	protein_coding
YML022W	protein_coding
YDR165W	protein_coding
YGL140C	protein_coding
YDR417C	protein_coding
YML128C	protein_coding
YKL049C	protein_coding
LSR1	snRNA
YGR226C	protein_coding
YHR022C	protein_coding
YNL127W	protein_coding
YLR415C	protein_coding
YER007C-A	protein_coding
YKL047W	protein_coding
YDR389W	protein_coding
YOR325W	protein_coding
YOR007C	protein_coding
YBR215W	protein_coding
YDR187C	protein_coding
YNR073C	protein_coding
YDR173C	protein_coding
YOL016C	protein_coding
YBR003W	protein_coding
YBL046W	protein_coding
YIL115C	protein_coding
YMR189W	protein_coding
YDR409W	protein_coding
YMR094W	protein_coding
YPL211W	protein_coding
YMR040W	protein_coding
YHL045W	protein_coding
YBR168W	protein_coding
YER103W	protein_coding
YDR268W	protein_coding
YMR285C	protein_coding
YBR239C	protein_coding
YGR261C	protein_coding
YGL207W	protein_coding
YDR403W	protein_coding
YGL080W	protein_coding
YLR219W	protein_coding
YJR025C	protein_coding
YLR177W	protein_coding
YDR473C	protein_coding
YEL064C	protein_coding
YHR080C	protein_coding
YPL057C	protein_coding
YNL163C	protein_coding
YML028W	protein_coding
YOR035C	protein_coding
YLL058W	protein_coding
YNR049C	protein_coding
YMR133W	protein_coding
YFR005C	protein_coding
YML098W	protein_coding
snR36	snoRNA
YHR092C	protein_coding
YGR285C	protein_coding
YLR401C	protein_coding
YHR180W-A	protein_coding
YDR378C	protein_coding
tP(AGG)C	tRNA
YBR098W	protein_coding
YGL052W	protein_coding
YOL082W	protein_coding
YGR077C	protein_coding
YOL164W-A	protein_coding
YLR259C	protein_coding
tS(AGA)G	tRNA
YCL009C	protein_coding
YJR133W	protein_coding
snR55	snoRNA
YDR133C	protein_coding
YPR195C	protein_coding
YNL299W	protein_coding
snR19	snRNA
tG(GCC)O2	tRNA
YBL087C	protein_coding
YMR208W	protein_coding
YAL011W	protein_coding
YKL179C	protein_coding
snR86	snoRNA
YEL002C	protein_coding
YDR515W	protein_coding
YMR020W	protein_coding
YMR014W	protein_coding
YGR223C	protein_coding
tA(UGC)E	tRNA
YPR083W	protein_coding
YGL086W	protein_coding
YPL001W	protein_coding
snR40	snoRNA
YMR326C	protein_coding
YGL173C	protein_coding
YLR286W-A	protein_coding
YJL184W	protein_coding
YPR193C	protein_coding
YER078W-A	protein_coding
YOR272W	protein_coding
YNL251C	protein_coding
YPL044C	protein_coding
YDL107W	protein_coding
YDL201W	protein_coding
YOL013C	protein_coding
YBR077C	protein_coding
YER007W	protein_coding
YNL143C	protein_coding
YDR396W	protein_coding
YOR026W	protein_coding
YIL042C	protein_coding
YGR001C	protein_coding
YMR213W	protein_coding
tK(UUU)G1	tRNA
YMR192W	protein_coding
YGL217C	protein_coding
YAR030C	protein_coding
YDR258C	protein_coding
YAR047C	protein_coding
YAL022C	protein_coding
YBR224W	protein_coding
YOR359W	protein_coding
YDR176W	protein_coding
YDL099W	protein_coding
YDR380W	protein_coding
YDL110C	protein_coding
YOR250C	protein_coding
YFL019C	protein_coding
Q0055	protein_coding
YDR148C	protein_coding
YDL220C	protein_coding
YFL008W	protein_coding
YBL084C	protein_coding
YNL312W	protein_coding
YGR105W	protein_coding
YMR177W	protein_coding
YLR090W	protein_coding
YPL279C	protein_coding
YOL012C	protein_coding
YJL118W	protein_coding
YNL124W	protein_coding
YIL124W	protein_coding
YOL026C	protein_coding
YPL022W	protein_coding
YLR173W	protein_coding
YOR100C	protein_coding
YKL099C	protein_coding
YGL214W	protein_coding
YNL021W	protein_coding
YGL137W	protein_coding
YPL258C	protein_coding
snR35	snoRNA
YOR375C	protein_coding
YHR147C	protein_coding
YJR072C	protein_coding
YIL100C-A	protein_coding
YGL095C	protein_coding
YIL129C	protein_coding
YGL009C	protein_coding
tD(GUC)L2	tRNA
YFL021W	protein_coding
YLR129W	protein_coding
YIL040W	protein_coding
YMR294W-A	protein_coding
Q0143	protein_coding
YNR043W	protein_coding
YJR006W	protein_coding
YAL039C	protein_coding
YDR504C	protein_coding
YFL033C	protein_coding
YIR008C	protein_coding
YHR006W	protein_coding
YMR008C	protein_coding
YBR058C	protein_coding
YDR386W	protein_coding
YPL019C	protein_coding
YHR108W	protein_coding
YKL182W	protein_coding
YBL068W-A	protein_coding
YHR070C-A	protein_coding
YHR001W-A	protein_coding
YLL014W	protein_coding
YKR035W-A	protein_coding
YIL079C	protein_coding
YPL142C	protein_coding
YDR208W	protein_coding
YIL143C	protein_coding
YDR324C	protein_coding
YDL170W	protein_coding
YDR317W	protein_coding
YOL155C	protein_coding
YDR436W	protein_coding
YLR163C	protein_coding
YBR253W	protein_coding
YPL180W	protein_coding
YHR189W	protein_coding
snR17a	snoRNA
YNL065W	protein_coding
YNL178W	protein_coding
YGL073W	protein_coding
YER006W	protein_coding
YLL020C	protein_coding
YIL127C	protein_coding
snR57	snoRNA
YKL111C	protein_coding
YML063W	protein_coding
Q0285	ncRNA
YKL187C	protein_coding
YMR168C	protein_coding
snR62	snoRNA
YIR037W	protein_coding
tM(CAU)Q2	tRNA
YPR061C	protein_coding
YLR119W	protein_coding
YBL018C	protein_coding
YDL111C	protein_coding
YKL006W	protein_coding
YHR090C	protein_coding
YBR038W	protein_coding
tT(UGU)Q1	tRNA
YEL033W	protein_coding
YHL015W	protein_coding
tR(UCU)J2	tRNA
YDL227C	protein_coding
YOL027C	protein_coding
Q0105	protein_coding
YHR015W	protein_coding
YMR148W	protein_coding
tW(CCA)M	tRNA
YJL077C	protein_coding
YPR178W	protein_coding
YLL061W	protein_coding
YHR132W-A	protein_coding
YPL282C	protein_coding
YBL015W	protein_coding
YHR207C	protein_coding
YOR386W	protein_coding
YIL137C	protein_coding
YFL012W	protein_coding
YBR008C	protein_coding
YGR205W	protein_coding
YPR001W	protein_coding
YML058W	protein_coding
YML104C	protein_coding
YKL069W	protein_coding
YPL026C	protein_coding
YGR218W	protein_coding
YBL066C	protein_coding
tV(AAC)M2	tRNA
YPR164W	protein_coding
YLR363W-A	protein_coding
YNL133C	protein_coding
YDL124W	protein_coding
YNR032C-A	protein_coding
YGR108W	protein_coding
YHR109W	protein_coding
YPR153W	protein_coding
YCR095W-A	protein_coding
YNL223W	protein_coding
YKL005C	protein_coding
YKR011C	protein_coding
YFR002W	protein_coding
YML092C	protein_coding
YDL026W	protein_coding
YER057C	protein_coding
YHR117W	protein_coding
YLR196W	protein_coding
YIL014W	protein_coding
YKL134C	protein_coding
YLR125W	protein_coding
YBR231C	protein_coding
YGR115C	protein_coding
YGL008C	protein_coding
YPL129W	protein_coding
YER038W-A	protein_coding
YLR046C	protein_coding
YFR045W	protein_coding
YBL112C	protein_coding
YDL068W	protein_coding
YGR175C	protein_coding
YNR016C	protein_coding
YGR045C	protein_coding
YGL226C-A	protein_coding
YLR113W	protein_coding
YBL013W	protein_coding
YMR106C	protein_coding
YLR460C	protein_coding
YDL100C	protein_coding
YMR272C	protein_coding
YGR094W	protein_coding
YBR163W	protein_coding
tV(AAC)L	tRNA
YPR147C	protein_coding
YOL059W	protein_coding
YFR024C-A	protein_coding
YBL004W	protein_coding
YMR307C-A	protein_coding
YKL174C	protein_coding
YLR324W	protein_coding
YLR347C	protein_coding
YDL216C	protein_coding
YJR086W	protein_coding
YMR159C	protein_coding
YGR067C	protein_coding
YLR436C	protein_coding
YKL163W	protein_coding
YMR216C	protein_coding
YHR075C	protein_coding
YFR036W-A	protein_coding
YBR118W	protein_coding
YLR430W	protein_coding
YBR159W	protein_coding
YLR336C	protein_coding
YPL098C	protein_coding
YOR378W	protein_coding
YLR407W	protein_coding
YOR220W	protein_coding
YJR095W	protein_coding
YLR317W	protein_coding
YLL003W	protein_coding
YPL231W	protein_coding
YDR296W	protein_coding
YMR158C-A	protein_coding
YPR025C	protein_coding
YLR004C	protein_coding
YOR300W	protein_coding
YIL031W	protein_coding
YPR167C	protein_coding
YKR063C	protein_coding
YGL076C	protein_coding
YHR190W	protein_coding
YKL154W	protein_coding
YLR184W	protein_coding
YLR319C	protein_coding
YER122C	protein_coding
YPR166C	protein_coding
YLR104W	protein_coding
YOL114C	protein_coding
YLR377C	protein_coding
tG(GCC)B	tRNA
YGL013C	protein_coding
YDR514C	protein_coding
YER125W	protein_coding
YLR457C	protein_coding
YDR254W	protein_coding
YLR039C	protein_coding
YLL066W-A	protein_coding
YHR185C	protein_coding
YLR337C	protein_coding
YJL181W	protein_coding
YOR104W	protein_coding
YER020W	protein_coding
YOR309C	protein_coding
YNL123W	protein_coding
YMR004W	protein_coding
YJR082C	protein_coding
YJL019W	protein_coding
